application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CD000813,2025-01-21 06:45:17,543,74327,26.01,6,55220,other,MORTGAGE,0,0,0,53.72,4,478,0.836955,VERY_HIGH,DECLINED,1,60,<600,50-75K
CD000814,2025-05-17 14:56:51,680,47664,39.64,4,15192,credit_card,OWN,1,3,50,42.4,0,586,0.227761,HIGH,APPROVED,0,0,<600,<50K
CD000815,2025-05-28 19:09:25,712,53344,37.72,1,27194,major_purchase,MORTGAGE,0,0,0,61.77,1,621,0.084709,MEDIUM,DECLINED,1,90,600-700,50-75K
CD000816,2025-04-02 18:09:06,739,65171,20.18,5,63847,debt_consolidation,RENT,0,0,0,49.63,1,765,0.003188,LOW,APPROVED,0,0,700-800,50-75K
CD000817,2025-06-12 03:44:49,679,41154,19.17,0,23940,credit_card,RENT,0,0,0,51.64,2,707,0.017342,LOW,APPROVED,0,0,700-800,<50K
CD000818,2025-04-26 02:17:02,717,66092,28.79,21,17388,debt_consolidation,MORTGAGE,2,4,55,45.42,1,722,0.010142,LOW,APPROVED,0,0,700-800,50-75K
CD000819,2025-02-07 21:58:54,621,73264,29.84,0,20874,debt_consolidation,OWN,0,0,0,67.91,2,554,0.368515,HIGH,DECLINED,0,0,<600,50-75K
CD000820,2025-05-30 21:04:11,700,175452,18.7,7,60875,credit_card,RENT,1,5,20,67.6,1,668,0.035024,MEDIUM,APPROVED,0,0,600-700,100K+
CD000821,2025-06-18 03:50:50,664,68405,11.75,6,7012,credit_card,OTHER,0,0,0,20.86,2,679,0.029176,LOW,DECLINED,0,0,600-700,50-75K
CD000822,2025-06-12 09:19:02,635,43107,25.04,0,15187,credit_card,MORTGAGE,0,0,0,31.28,2,587,0.199911,HIGH,APPROVED,0,0,<600,<50K
CD000823,2025-01-27 07:26:30,579,103634,24.16,0,6317,debt_consolidation,RENT,1,5,56,68.38,3,515,0.610161,VERY_HIGH,DECLINED,0,0,<600,100K+
CD000824,2025-01-13 03:26:14,734,68413,31.09,17,27491,other,MORTGAGE,1,8,19,52.6,2,632,0.067931,MEDIUM,DECLINED,0,30,600-700,50-75K
CD000825,2025-04-01 03:58:44,547,48540,17.09,0,7449,other,MORTGAGE,0,0,0,57.43,1,633,0.13138,HIGH,DECLINED,1,60,600-700,<50K
CD000826,2025-06-11 21:01:43,705,86246,30.84,12,6320,credit_card,RENT,0,0,0,41.86,1,664,0.056953,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000827,2025-04-25 15:48:01,627,45783,23.8,2,16438,home_improvement,MORTGAGE,0,0,0,61.55,1,612,0.139042,HIGH,APPROVED,0,0,600-700,<50K
CD000828,2025-05-31 11:12:09,704,112975,31.46,5,50439,credit_card,OWN,2,4,23,45.75,3,642,0.071901,MEDIUM,APPROVED,0,0,600-700,100K+
CD000829,2025-05-27 16:26:30,640,83534,41.75,0,9901,other,MORTGAGE,0,0,0,43.57,1,666,0.051543,MEDIUM,APPROVED,1,120,600-700,75-100K
CD000830,2025-04-18 13:56:50,712,51386,32.62,1,27831,home_improvement,RENT,1,4,17,1.98,1,718,0.013238,LOW,APPROVED,1,60,700-800,50-75K
CD000831,2025-04-19 07:13:25,659,58548,27.99,3,87636,debt_consolidation,MORTGAGE,1,1,11,3.88,1,686,0.027701,LOW,APPROVED,0,0,600-700,50-75K
CD000832,2025-02-21 11:59:50,613,150980,36.42,6,14392,debt_consolidation,RENT,1,3,16,46.64,2,597,0.1645,HIGH,DECLINED,1,90,<600,100K+
CD000833,2025-03-23 11:35:21,642,52484,15.33,7,10712,debt_consolidation,RENT,1,3,9,95.5,0,620,0.094912,HIGH,DECLINED,1,150,600-700,50-75K
CD000834,2025-03-19 03:33:05,582,49834,24.34,3,18807,major_purchase,RENT,1,4,10,62.61,1,458,0.902257,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000835,2025-06-15 16:33:05,686,81750,27.55,11,43480,debt_consolidation,MORTGAGE,0,0,0,52.98,4,624,0.128089,HIGH,APPROVED,1,150,600-700,75-100K
CD000836,2025-04-11 05:16:21,728,64635,25.75,1,22055,debt_consolidation,RENT,0,0,0,64.91,3,627,0.115164,HIGH,APPROVED,0,0,600-700,50-75K
CD000837,2025-06-12 11:53:17,694,55028,22.48,9,11350,other,RENT,0,0,0,75.72,3,654,0.050276,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000838,2025-01-23 00:03:14,676,80557,44.79,7,47752,major_purchase,RENT,0,0,0,54.4,1,629,0.079612,MEDIUM,APPROVED,1,60,600-700,75-100K
CD000839,2025-04-10 03:43:16,741,24167,30.25,2,19986,credit_card,RENT,0,0,0,43.01,1,666,0.056818,MEDIUM,DECLINED,0,0,600-700,<50K
CD000840,2025-01-11 23:30:52,606,62111,33.07,0,24163,credit_card,OWN,0,0,0,39.77,2,645,0.052639,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000841,2025-03-29 01:18:14,701,112922,29.39,5,48885,credit_card,OTHER,1,4,37,51.44,3,654,0.052755,MEDIUM,APPROVED,0,0,600-700,100K+
CD000842,2025-04-22 07:46:21,671,109218,13.22,2,45718,debt_consolidation,MORTGAGE,2,4,33,42.57,3,620,0.123534,HIGH,DECLINED,0,0,600-700,100K+
CD000843,2025-03-19 13:43:38,645,42235,34.81,4,16179,debt_consolidation,RENT,1,6,2,37.01,0,652,0.061183,MEDIUM,APPROVED,0,0,600-700,<50K
CD000844,2025-04-22 16:52:31,701,59572,34.37,2,26186,other,RENT,0,0,0,65.27,1,659,0.064626,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000845,2025-02-27 11:21:04,608,85098,26.81,2,23325,credit_card,OWN,2,4,58,15.52,0,590,0.148917,HIGH,DECLINED,0,0,<600,75-100K
CD000846,2025-05-06 12:07:26,663,52677,24.85,0,15547,home_improvement,MORTGAGE,2,5,25,22.12,1,588,0.131735,HIGH,DECLINED,1,120,<600,50-75K
CD000847,2025-05-20 12:38:02,689,74746,29.26,4,30315,home_improvement,RENT,1,3,28,63.87,1,594,0.228272,HIGH,APPROVED,0,0,<600,50-75K
CD000848,2025-05-23 15:30:58,606,73629,12.33,4,19410,debt_consolidation,RENT,3,5,33,55.81,0,538,0.601076,VERY_HIGH,DECLINED,1,150,<600,50-75K
CD000849,2025-06-12 02:37:32,658,26648,40.74,4,11384,debt_consolidation,OWN,1,3,38,56.21,1,603,0.209132,HIGH,DECLINED,1,120,600-700,<50K
CD000850,2025-01-21 19:05:40,699,82481,23.28,13,10728,other,MORTGAGE,1,0,30,62.94,0,631,0.105788,HIGH,DECLINED,1,60,600-700,75-100K
CD000851,2025-05-07 00:09:15,723,60187,30.19,6,39059,debt_consolidation,OTHER,0,0,0,63.28,1,655,0.050076,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000852,2025-01-31 17:31:56,619,55525,28.69,0,15619,debt_consolidation,MORTGAGE,2,4,29,80.28,1,561,0.374027,HIGH,DECLINED,1,120,<600,50-75K
CD000853,2025-06-18 22:27:47,720,51489,16.35,7,11101,debt_consolidation,RENT,0,0,0,25.22,1,753,0.006679,LOW,APPROVED,0,0,700-800,50-75K
CD000854,2025-02-23 20:17:30,654,22014,29.8,2,33654,debt_consolidation,OWN,1,3,8,55.51,5,541,0.46112,VERY_HIGH,DECLINED,1,150,<600,<50K
CD000855,2025-05-16 14:10:19,676,55881,27.48,8,40035,credit_card,RENT,0,0,0,18.52,0,776,0.00293,LOW,APPROVED,0,0,700-800,50-75K
CD000856,2025-06-19 17:50:39,640,90788,27.7,7,37774,other,MORTGAGE,1,5,4,77.11,0,627,0.09312,MEDIUM,DECLINED,0,0,600-700,75-100K
CD000857,2025-05-08 18:39:05,713,106972,32.0,2,30385,other,OWN,0,0,0,71.78,4,655,0.049581,MEDIUM,DECLINED,0,0,600-700,100K+
CD000858,2025-03-29 16:42:42,632,63371,18.73,4,58119,major_purchase,MORTGAGE,1,4,53,69.12,0,661,0.032976,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000859,2025-02-23 11:12:24,686,54329,15.93,14,15113,other,MORTGAGE,1,6,5,28.96,0,750,0.003963,LOW,APPROVED,0,0,700-800,50-75K
CD000860,2025-05-08 03:26:08,691,49221,27.19,1,30038,credit_card,RENT,0,0,0,73.02,0,623,0.090104,MEDIUM,APPROVED,1,90,600-700,<50K
CD000861,2025-05-17 04:25:57,712,105207,37.43,6,18784,credit_card,OWN,2,3,22,0.0,1,594,0.139737,HIGH,DECLINED,1,120,<600,100K+
CD000862,2025-05-07 05:27:32,613,151201,34.14,9,42209,debt_consolidation,RENT,1,2,57,64.88,1,554,0.350735,HIGH,DECLINED,0,0,<600,100K+
CD000863,2025-02-26 05:43:44,713,59871,33.24,0,19996,debt_consolidation,OWN,0,0,0,46.58,3,593,0.134262,HIGH,DECLINED,0,0,<600,50-75K
CD000864,2025-02-13 07:40:07,672,18366,19.5,8,17899,credit_card,MORTGAGE,3,3,54,23.71,1,633,0.098733,HIGH,APPROVED,0,0,600-700,<50K
CD000865,2025-06-15 04:36:41,750,65889,16.78,5,54428,debt_consolidation,RENT,1,4,28,29.01,1,751,0.003021,LOW,APPROVED,0,0,700-800,50-75K
CD000866,2025-02-03 11:20:24,652,118302,33.96,7,25770,home_improvement,MORTGAGE,1,3,33,82.68,0,634,0.069944,MEDIUM,APPROVED,0,0,600-700,100K+
CD000867,2025-03-08 23:48:35,639,32100,35.91,5,47018,other,MORTGAGE,5,3,10,33.94,2,492,0.841806,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000868,2025-03-12 06:34:42,667,40702,28.84,6,46096,debt_consolidation,RENT,1,3,41,49.91,1,672,0.035385,MEDIUM,APPROVED,0,0,600-700,<50K
CD000869,2025-02-28 05:55:35,653,29118,28.4,21,36992,debt_consolidation,RENT,0,0,0,46.18,0,596,0.166736,HIGH,APPROVED,0,0,<600,<50K
CD000870,2025-06-13 06:27:55,661,64420,25.25,1,19170,debt_consolidation,MORTGAGE,2,3,54,87.11,0,548,0.502954,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000871,2025-04-06 16:58:47,601,166485,13.26,11,64800,credit_card,MORTGAGE,0,0,0,55.52,2,601,0.178094,HIGH,APPROVED,0,0,600-700,100K+
CD000872,2025-03-23 00:39:11,556,93112,31.32,0,17174,credit_card,MORTGAGE,0,0,0,20.26,1,555,0.435639,VERY_HIGH,DECLINED,1,90,<600,75-100K
CD000873,2025-02-14 03:50:55,590,28210,33.95,3,31201,debt_consolidation,RENT,3,5,17,34.21,1,557,0.335348,HIGH,APPROVED,1,90,<600,<50K
CD000874,2025-01-24 16:39:06,638,32061,32.09,7,42300,debt_consolidation,OWN,0,0,0,33.58,2,697,0.019562,LOW,APPROVED,1,60,600-700,<50K
CD000875,2025-05-26 17:16:25,694,74207,28.86,6,9376,home_improvement,OWN,1,3,30,58.82,2,639,0.072373,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000876,2025-01-13 02:21:45,653,50942,37.35,0,45110,credit_card,MORTGAGE,0,0,0,42.15,1,605,0.13958,HIGH,APPROVED,1,90,600-700,50-75K
CD000877,2025-01-28 21:29:40,618,26842,18.63,3,9485,home_improvement,MORTGAGE,1,6,52,92.76,1,555,0.338685,HIGH,DECLINED,0,0,<600,<50K
CD000878,2025-06-07 15:16:47,662,67010,13.02,8,19827,credit_card,OTHER,2,4,9,39.13,2,595,0.177559,HIGH,APPROVED,0,0,<600,50-75K
CD000879,2025-03-28 00:42:30,674,39137,35.46,2,26879,credit_card,MORTGAGE,1,4,45,40.85,2,637,0.058111,MEDIUM,DECLINED,0,0,600-700,<50K
CD000880,2025-03-12 12:04:00,822,71033,27.36,3,17141,home_improvement,RENT,3,0,21,52.32,1,772,0.002283,LOW,APPROVED,0,0,700-800,50-75K
CD000881,2025-05-04 17:06:38,741,74380,34.99,5,38331,major_purchase,RENT,0,0,0,47.67,1,738,0.00562,LOW,APPROVED,0,0,700-800,50-75K
CD000882,2025-03-12 22:01:57,681,66169,28.58,7,38191,debt_consolidation,RENT,0,0,0,54.6,1,586,0.194758,HIGH,APPROVED,1,120,<600,50-75K
CD000883,2025-02-15 16:02:15,590,35620,33.45,9,14792,credit_card,MORTGAGE,1,4,36,44.21,2,563,0.42904,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000884,2025-05-03 13:27:10,661,39234,39.56,1,13502,credit_card,MORTGAGE,0,0,0,8.66,1,664,0.045963,MEDIUM,APPROVED,0,0,600-700,<50K
CD000885,2025-02-22 17:14:13,654,52841,30.05,5,29320,home_improvement,MORTGAGE,1,5,56,15.09,2,687,0.01447,LOW,APPROVED,0,0,600-700,50-75K
CD000886,2025-02-01 14:52:49,701,43649,15.86,17,22581,home_improvement,MORTGAGE,1,4,11,64.62,0,728,0.010478,LOW,APPROVED,0,0,700-800,<50K
CD000887,2025-04-25 02:07:11,787,91539,46.86,3,49054,other,OWN,0,0,0,43.43,1,640,0.057695,MEDIUM,DECLINED,0,0,600-700,75-100K
CD000888,2025-02-02 15:00:56,667,96599,28.4,7,7214,credit_card,RENT,0,0,0,0.0,1,609,0.102372,HIGH,DECLINED,0,0,600-700,75-100K
CD000889,2025-03-13 08:58:28,562,62445,35.96,6,9772,home_improvement,MORTGAGE,0,0,0,89.3,3,412,0.967493,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD000890,2025-02-20 16:08:20,664,85760,26.66,33,5040,other,RENT,1,1,13,37.54,1,671,0.042568,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000891,2025-04-19 14:44:21,578,113223,21.02,3,11615,credit_card,MORTGAGE,1,4,7,86.27,1,562,0.45881,VERY_HIGH,DECLINED,1,120,<600,100K+
CD000892,2025-01-01 03:38:59,716,37365,24.89,2,35946,home_improvement,MORTGAGE,1,0,18,62.1,0,749,0.003769,LOW,APPROVED,0,0,700-800,<50K
CD000893,2025-05-19 22:00:40,731,47909,3.3,0,33689,debt_consolidation,RENT,0,0,0,72.95,0,733,0.007041,LOW,APPROVED,0,0,700-800,<50K
CD000894,2025-06-16 19:38:20,689,136680,31.72,3,6134,debt_consolidation,MORTGAGE,0,0,0,41.23,3,707,0.013699,LOW,APPROVED,0,0,700-800,100K+
CD000895,2025-05-30 19:42:39,589,53037,21.84,10,17402,debt_consolidation,RENT,1,2,44,40.58,0,645,0.089075,MEDIUM,APPROVED,1,120,600-700,50-75K
CD000896,2025-02-21 11:43:04,661,45045,43.11,11,25752,debt_consolidation,MORTGAGE,1,2,31,37.93,2,554,0.490188,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000897,2025-04-07 16:38:05,737,58584,33.94,2,13856,debt_consolidation,OTHER,0,0,0,62.83,0,635,0.09227,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000898,2025-03-02 07:43:20,615,71352,39.69,1,9355,credit_card,MORTGAGE,1,2,22,48.23,3,497,0.787578,VERY_HIGH,DECLINED,1,150,<600,50-75K
CD000899,2025-02-01 19:28:29,638,29394,33.89,7,23966,other,RENT,0,0,0,53.62,2,586,0.262796,HIGH,DECLINED,1,120,<600,<50K
CD000900,2025-02-21 15:04:43,685,57900,22.45,2,26992,credit_card,RENT,2,2,34,76.24,0,616,0.136559,HIGH,DECLINED,1,120,600-700,50-75K
CD000901,2025-04-07 09:20:24,698,89047,29.28,5,24056,other,OWN,0,0,0,39.48,1,623,0.105207,HIGH,APPROVED,0,0,600-700,75-100K
CD000902,2025-03-16 15:11:07,675,47436,37.88,22,24706,home_improvement,OWN,0,0,0,46.19,1,650,0.049369,MEDIUM,APPROVED,0,0,600-700,<50K
CD000903,2025-02-01 05:58:49,689,46015,26.71,9,17116,debt_consolidation,MORTGAGE,0,0,0,41.91,1,738,0.008611,LOW,APPROVED,0,0,700-800,<50K
CD000904,2025-03-15 16:04:54,682,87851,30.33,4,16903,debt_consolidation,RENT,2,5,56,51.35,4,568,0.350172,HIGH,DECLINED,0,0,<600,75-100K
CD000905,2025-05-20 07:43:02,639,39803,29.25,4,45437,credit_card,OTHER,2,4,22,11.64,2,667,0.039185,MEDIUM,DECLINED,0,0,600-700,<50K
CD000906,2025-06-06 13:57:50,666,32415,32.48,5,34822,credit_card,RENT,0,0,0,52.56,1,616,0.120669,HIGH,DECLINED,0,0,600-700,<50K
CD000907,2025-03-17 01:55:20,686,52580,28.65,20,48016,home_improvement,RENT,1,2,25,32.84,2,616,0.139932,HIGH,APPROVED,0,0,600-700,50-75K
CD000908,2025-05-03 20:48:38,611,77672,40.47,32,15388,credit_card,RENT,1,4,3,54.56,3,493,0.761371,VERY_HIGH,DECLINED,1,60,<600,75-100K
CD000909,2025-06-12 11:00:42,681,49488,36.16,1,37465,major_purchase,RENT,0,0,0,57.02,1,707,0.014774,LOW,APPROVED,0,0,700-800,<50K
CD000910,2025-06-05 05:08:50,676,18000,29.63,5,21757,credit_card,RENT,1,5,49,42.51,2,587,0.23237,HIGH,APPROVED,0,0,<600,<50K
CD000911,2025-05-06 19:16:50,696,40215,32.29,12,9307,debt_consolidation,OWN,4,4,21,53.54,3,557,0.48818,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000912,2025-04-24 00:30:08,690,67038,23.19,4,23331,credit_card,RENT,1,2,34,29.14,1,648,0.03761,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000913,2025-05-21 07:46:21,613,121156,28.19,2,51643,home_improvement,MORTGAGE,0,0,0,10.56,4,763,0.004362,LOW,APPROVED,0,0,700-800,100K+
CD000914,2025-05-11 09:42:22,602,53942,31.84,0,19715,major_purchase,MORTGAGE,2,0,19,76.88,1,469,0.88211,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD000915,2025-06-29 05:40:18,685,173802,31.71,2,12767,other,RENT,2,6,51,68.84,3,517,0.599552,VERY_HIGH,DECLINED,0,0,<600,100K+
CD000916,2025-06-27 14:40:14,662,35649,10.22,7,35091,debt_consolidation,OWN,2,4,47,70.22,0,664,0.046433,MEDIUM,APPROVED,1,120,600-700,<50K
CD000917,2025-06-08 10:33:04,676,43962,23.26,1,9157,debt_consolidation,RENT,0,0,0,70.72,0,698,0.015437,LOW,APPROVED,1,120,600-700,<50K
CD000918,2025-05-13 14:14:52,640,58892,18.44,6,43330,debt_consolidation,RENT,1,6,28,28.03,2,649,0.064037,MEDIUM,DECLINED,1,60,600-700,50-75K
CD000919,2025-03-10 03:22:13,600,80645,47.54,4,11088,major_purchase,MORTGAGE,0,0,0,78.13,3,568,0.328067,HIGH,DECLINED,1,90,<600,75-100K
CD000920,2025-03-20 15:57:48,685,49238,39.89,11,19443,major_purchase,MORTGAGE,0,0,0,35.04,3,639,0.077073,MEDIUM,DECLINED,0,0,600-700,<50K
CD000921,2025-01-25 10:15:41,663,76027,33.98,6,50273,major_purchase,MORTGAGE,1,2,13,49.08,2,627,0.098057,HIGH,DECLINED,1,150,600-700,75-100K
CD000922,2025-05-07 03:14:40,705,49651,23.1,3,44601,credit_card,MORTGAGE,1,5,29,34.96,1,660,0.040391,MEDIUM,APPROVED,0,0,600-700,<50K
CD000923,2025-02-18 12:20:45,731,70604,27.47,10,18899,debt_consolidation,MORTGAGE,1,3,58,56.52,0,739,0.004971,LOW,APPROVED,0,0,700-800,50-75K
CD000924,2025-04-11 12:12:30,731,73086,31.49,4,10372,credit_card,OWN,1,7,21,45.16,2,591,0.250028,HIGH,DECLINED,0,0,<600,50-75K
CD000925,2025-01-21 21:45:11,725,61248,40.89,1,35657,other,OWN,1,2,21,85.25,0,593,0.248366,HIGH,DECLINED,0,0,<600,50-75K
CD000926,2025-03-14 17:32:11,618,62549,17.9,5,6426,debt_consolidation,MORTGAGE,0,0,0,45.59,2,633,0.103807,HIGH,APPROVED,1,90,600-700,50-75K
CD000927,2025-03-06 07:46:42,555,50904,20.46,1,24967,home_improvement,RENT,1,8,41,51.19,3,537,0.51635,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD000928,2025-06-11 02:45:18,637,41645,17.29,3,32365,other,RENT,1,3,56,78.8,0,594,0.213082,HIGH,DECLINED,0,0,<600,<50K
CD000929,2025-02-05 21:33:49,604,216729,19.0,3,21209,debt_consolidation,OTHER,0,0,0,25.33,0,613,0.145754,HIGH,APPROVED,0,0,600-700,100K+
CD000930,2025-05-05 11:49:49,598,38368,22.38,1,12642,debt_consolidation,RENT,0,0,0,53.02,1,504,0.747024,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000931,2025-01-13 23:56:01,706,107825,25.22,2,41927,debt_consolidation,MORTGAGE,0,0,0,4.8,1,642,0.068989,MEDIUM,APPROVED,0,0,600-700,100K+
CD000932,2025-05-27 03:29:24,582,92882,37.26,2,20148,other,RENT,1,3,11,52.64,1,645,0.07377,MEDIUM,APPROVED,1,150,600-700,75-100K
CD000933,2025-03-14 04:07:12,721,58640,22.15,10,46917,credit_card,MORTGAGE,1,3,59,54.7,3,667,0.03363,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000934,2025-04-15 04:15:43,731,56875,29.61,2,6637,credit_card,RENT,1,3,6,58.41,3,636,0.092518,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000935,2025-01-20 10:21:59,817,41616,25.4,6,11621,debt_consolidation,RENT,1,2,6,23.64,1,780,0.001529,LOW,APPROVED,0,0,700-800,<50K
CD000936,2025-02-25 02:44:00,727,63845,14.37,1,17741,other,MORTGAGE,0,0,0,58.87,0,712,0.010971,LOW,APPROVED,1,150,700-800,50-75K
CD000937,2025-02-11 12:32:21,786,35026,37.6,4,32357,other,MORTGAGE,0,0,0,61.19,3,611,0.129141,HIGH,DECLINED,0,0,600-700,<50K
CD000938,2025-05-18 17:43:57,635,58272,35.92,9,25165,other,RENT,0,0,0,27.22,1,571,0.30173,HIGH,DECLINED,1,150,<600,50-75K
CD000939,2025-02-14 21:13:07,633,144298,27.69,6,17796,credit_card,RENT,1,3,46,47.9,2,569,0.3947,HIGH,DECLINED,0,0,<600,100K+
CD000940,2025-03-24 23:05:56,724,99819,24.83,10,7859,major_purchase,RENT,0,0,0,64.81,0,777,0.001518,LOW,APPROVED,0,0,700-800,75-100K
CD000941,2025-01-07 09:38:30,598,31442,28.47,16,30635,credit_card,OTHER,1,3,48,65.78,2,527,0.584573,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000942,2025-02-06 17:12:36,733,62702,33.59,2,8202,debt_consolidation,RENT,2,7,23,59.74,1,606,0.155117,HIGH,APPROVED,0,0,600-700,50-75K
CD000943,2025-01-14 20:29:28,655,48946,21.6,3,7265,home_improvement,OWN,0,0,0,88.9,2,637,0.086599,MEDIUM,DECLINED,0,0,600-700,<50K
CD000944,2025-06-03 09:18:51,562,31514,22.09,12,29835,home_improvement,RENT,0,0,0,54.8,4,520,0.585093,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000945,2025-05-18 04:03:57,772,97457,31.01,4,44766,home_improvement,RENT,0,0,0,54.49,2,692,0.014254,LOW,APPROVED,0,0,600-700,75-100K
CD000946,2025-02-24 23:07:08,609,25985,18.58,8,40670,debt_consolidation,OTHER,0,0,0,58.85,0,563,0.329287,HIGH,APPROVED,0,0,<600,<50K
CD000947,2025-04-28 05:53:30,808,72798,15.15,5,23881,credit_card,MORTGAGE,1,3,24,23.65,1,807,0.000938,LOW,APPROVED,0,0,800+,50-75K
CD000948,2025-01-02 23:41:44,589,135766,29.61,5,20136,credit_card,RENT,0,0,0,31.58,2,533,0.582321,VERY_HIGH,DECLINED,0,0,<600,100K+
CD000949,2025-04-25 03:42:42,624,120252,22.82,6,14378,credit_card,MORTGAGE,1,7,7,26.7,0,565,0.453142,VERY_HIGH,DECLINED,0,0,<600,100K+
CD000950,2025-06-02 12:46:30,682,33750,13.43,39,29113,credit_card,OWN,1,1,50,29.43,3,688,0.032496,MEDIUM,APPROVED,0,0,600-700,<50K
CD000951,2025-06-14 23:00:21,671,52820,38.45,7,14543,credit_card,MORTGAGE,2,3,42,65.07,0,639,0.08732,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000952,2025-04-26 05:08:03,583,54356,30.41,2,48669,other,MORTGAGE,0,0,0,57.2,2,480,0.847164,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000953,2025-02-15 07:44:13,676,57247,17.18,5,56898,home_improvement,OTHER,1,0,5,61.26,0,622,0.134903,HIGH,APPROVED,1,60,600-700,50-75K
CD000954,2025-03-05 01:00:52,681,89586,14.56,3,8960,home_improvement,RENT,1,4,23,89.03,1,681,0.029638,LOW,APPROVED,0,0,600-700,75-100K
CD000955,2025-01-14 07:16:41,695,79412,20.57,4,20660,credit_card,MORTGAGE,1,3,2,57.71,2,593,0.205666,HIGH,DECLINED,0,0,<600,75-100K
CD000956,2025-05-08 16:16:04,582,133040,24.5,4,8969,debt_consolidation,MORTGAGE,0,0,0,13.54,2,631,0.082679,MEDIUM,DECLINED,0,0,600-700,100K+
CD000957,2025-06-19 01:29:21,637,45185,35.58,18,10768,debt_consolidation,OWN,0,0,0,38.52,0,694,0.029334,LOW,APPROVED,0,0,600-700,<50K
CD000958,2025-06-07 15:37:22,665,72231,19.63,1,10277,credit_card,MORTGAGE,2,5,13,47.24,1,533,0.597453,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000959,2025-06-21 05:02:47,715,105070,28.73,5,44743,debt_consolidation,MORTGAGE,0,0,0,27.51,0,731,0.005958,LOW,APPROVED,0,0,700-800,100K+
CD000960,2025-06-06 22:02:51,680,75434,13.98,1,22062,other,RENT,0,0,0,66.68,1,693,0.025565,LOW,APPROVED,0,0,600-700,75-100K
CD000961,2025-02-28 23:43:15,651,26193,30.41,1,55388,other,RENT,4,0,39,34.06,2,543,0.448858,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000962,2025-01-06 11:03:11,647,63698,31.81,8,43789,other,RENT,1,3,42,67.77,2,512,0.673306,VERY_HIGH,APPROVED,1,90,<600,50-75K
CD000963,2025-01-31 11:28:40,751,66275,40.29,5,22761,major_purchase,MORTGAGE,1,4,7,64.69,0,716,0.01106,LOW,APPROVED,0,0,700-800,50-75K
CD000964,2025-03-26 19:13:21,625,61736,34.8,4,10363,credit_card,MORTGAGE,1,3,18,25.81,1,572,0.312737,HIGH,APPROVED,1,120,<600,50-75K
CD000965,2025-06-20 14:52:22,687,39530,17.88,3,36029,debt_consolidation,MORTGAGE,1,11,4,53.96,0,597,0.18426,HIGH,DECLINED,0,0,<600,<50K
CD000966,2025-01-23 08:19:01,551,83976,27.88,1,17031,other,MORTGAGE,3,3,41,45.68,5,418,0.958199,VERY_HIGH,DECLINED,1,90,<600,75-100K
CD000967,2025-05-12 01:00:25,764,62271,33.5,6,37604,credit_card,RENT,1,7,21,82.29,3,546,0.437679,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000968,2025-02-19 05:43:44,696,41697,21.85,7,30387,major_purchase,RENT,1,4,28,39.6,1,643,0.051478,MEDIUM,APPROVED,1,60,600-700,<50K
CD000969,2025-06-16 10:55:24,574,74914,22.81,5,10299,other,MORTGAGE,0,0,0,35.64,4,591,0.234648,HIGH,APPROVED,1,60,<600,50-75K
CD000970,2025-01-08 11:22:18,704,57148,27.15,2,11184,credit_card,MORTGAGE,0,0,0,78.17,1,661,0.056689,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000971,2025-01-25 08:47:11,747,46996,27.75,2,21515,debt_consolidation,RENT,1,2,55,65.66,3,658,0.037757,MEDIUM,APPROVED,0,60,600-700,<50K
CD000972,2025-04-17 20:01:13,715,44029,15.04,8,31571,credit_card,MORTGAGE,1,8,23,64.68,0,668,0.042076,MEDIUM,APPROVED,1,120,600-700,<50K
